iter	Passed	Remaining
154	2270	12375
155	2283	12352
156	2297	12337
157	2312	12324
158	2326	12306
159	2340	12286
160	2353	12266
161	2368	12251
162	2382	12233
163	2396	12218
164	2412	12207
165	2425	12187
166	2438	12163
167	2452	12143
168	2466	12128
169	2480	12108
170	2493	12086
171	2507	12071
172	2522	12058
173	2535	12037
174	2549	12020
175	2562	11998
176	2575	11976
177	2589	11956
178	2603	11939
179	2617	11924
180	2631	11906
181	2645	11891
182	2659	11874
183	2673	11854
184	2686	11833
185	2700	11816
186	2718	11820
187	2737	11824
188	2761	11847
189	2782	11862
190	2801	11866
191	2817	11855
192	2831	11839
193	2845	11822
194	2859	11804
195	2872	11785
196	2886	11765
197	2900	11747
198	2915	11734
199	2929	11716
200	2941	11694
201	2956	11678
202	2970	11661
203	2983	11642
204	2997	11622
205	3010	11604
206	3025	11589
207	3039	11572
208	3052	11551
209	3065	11531
210	3078	11513
211	3093	11496
212	3106	11477
213	3121	11463
214	3134	11446
215	3149	11432
216	3181	11479
217	3197	11469
218	3212	11456
219	3227	11441
220	3240	11421
221	3253	11402
222	3266	11381
223	3279	11362
224	3293	11342
225	3306	11325
226	3321	11311
227	3336	11298
228	3351	11284
229	3365	11268
230	3398	11315
231	3413	11299
232	3428	11286
233	3442	11268
234	3455	11248
235	3468	11228
236	3483	11214
237	3497	11199
238	3511	11181
239	3526	11165
240	3539	11148
241	3553	11129
242	3566	11109
243	3578	11087
244	3591	11066
245	3612	11072
246	3626	11056
247	3640	11039
248	3654	11021
249	3668	11005
250	3682	10987
251	3696	10971
252	3708	10950
253	3723	10934
254	3737	10920
255	3751	10903
256	3764	10883
257	3779	10870
258	3794	10855
259	3807	10837
260	3820	10818
261	3835	10802
262	3850	10788
263	3863	10771
264	3877	10754
265	3890	10735
266	3903	10716
267	3916	10698
268	3930	10680
269	3945	10666
270	3958	10647
271	3971	10630
272	3985	10614
273	3999	10595
274	4012	10577
275	4025	10559
276	4040	10545
277	4054	10530
278	4067	10511
279	4080	10492
280	4093	10473
281	4107	10457
282	4120	10440
283	4133	10421
284	4149	10409
285	4163	10395
286	4181	10388
287	4196	10375
288	4210	10358
289	4223	10339
290	4238	10326
291	4253	10313
292	4266	10293
293	4278	10274
294	4292	10259
295	4306	10242
296	4319	10223
297	4331	10204
298	4348	10194
299	4362	10179
300	4375	10161
301	4389	10145
302	4403	10128
303	4417	10114
304	4432	10099
305	4446	10084
306	4460	10068
307	4473	10050
308	4486	10033
309	4500	10017
310	4513	9999
311	4525	9979
312	4538	9961
313	4553	9948
314	4569	9935
315	4584	9923
316	4600	9911
317	4619	9906
318	4633	9890
319	4647	9876
320	4660	9858
321	4673	9839
322	4687	9825
323	4701	9809
324	4713	9789
325	4725	9769
326	4739	9753
327	4755	9743
328	4769	9728
329	4783	9711
330	4797	9695
331	4812	9682
332	4826	9667
333	4840	9651
334	4855	9638
335	4869	9624
336	4884	9608
337	4897	9592
338	4911	9576
339	4924	9560
340	4938	9544
341	4954	9532
342	4968	9517
343	4982	9501
344	4996	9486
345	5009	9469
346	5023	9453
347	5037	9437
348	5051	9422
349	5068	9412
350	5081	9396
351	5095	9379
352	5108	9363
353	5123	9348
354	5137	9334
355	5152	9320
356	5166	9305
357	5180	9289
358	5194	9275
359	5208	9258
360	5222	9243
361	5235	9227
362	5249	9212
363	5264	9198
364	5278	9183
365	5291	9166
366	5304	9150
367	5319	9135
368	5333	9120
369	5346	9104
370	5362	9091
371	5376	9077
372	5390	9061
373	5403	9044
374	5418	9030
375	5434	9018
376	5449	9004
377	5463	8990
378	5478	8975
379	5492	8960
380	5505	8944
381	5518	8928
382	5532	8913
383	5546	8898
384	5561	8884
385	5576	8869
386	5589	8853
387	5606	8843
388	5622	8830
389	5637	8816
390	5650	8801
391	5665	8786
392	5679	8772
393	5694	8759
394	5708	8743
395	5722	8727
396	5736	8712
397	5749	8696
398	5762	8680
399	5777	8666
400	5790	8649
401	5804	8635
402	5819	8620
403	5832	8604
404	5845	8588
405	5859	8572
406	5874	8559
407	5888	8544
408	5902	8529
409	5916	8513
410	5930	8498
411	5944	8483
412	5958	8468
413	5972	8454
414	5988	8441
415	6015	8444
416	6032	8433
417	6046	8419
418	6060	8403
419	6074	8388
420	6090	8375
421	6103	8359
422	6116	8342
423	6129	8326
424	6143	8312
425	6157	8296
426	6178	8291
427	6201	8288
428	6224	8285
429	6239	8270
430	6252	8254
431	6267	8240
432	6281	8225
433	6295	8210
434	6309	8195
435	6323	8180
436	6337	8165
437	6351	8149
438	6365	8134
439	6379	8118
440	6393	8104
441	6407	8088
442	6419	8071
443	6434	8057
444	6450	8045
445	6464	8030
446	6479	8015
447	6494	8001
448	6507	7985
449	6521	7970
450	6534	7954
451	6547	7937
452	6560	7921
453	6575	7907
454	6589	7893
455	6604	7878
456	6619	7865
457	6633	7849
458	6646	7833
459	6660	7819
460	6673	7803
461	6688	7788
462	6703	7774
463	6727	7771
464	6744	7759
465	6757	7743
466	6771	7728
467	6785	7713
468	6801	7700
469	6815	7685
470	6828	7669
471	6842	7654
472	6856	7638
473	6875	7629
474	6888	7614
475	6904	7601
476	6919	7586
477	6933	7571
478	6946	7555
479	6960	7540
480	6975	7526
481	6989	7511
482	7005	7499
483	7026	7490
484	7040	7475
485	7053	7460
486	7067	7444
487	7080	7429
488	7094	7413
489	7108	7398
490	7121	7382
491	7134	7366
492	7147	7350
493	7162	7336
494	7176	7321
495	7189	7305
496	7203	7290
497	7218	7276
498	7232	7261
499	7245	7245
500	7259	7230
501	7272	7214
502	7288	7201
503	7304	7188
504	7318	7173
505	7331	7157
506	7344	7141
507	7357	7125
508	7371	7110
509	7384	7095
510	7398	7080
511	7414	7067
512	7427	7051
513	7440	7035
514	7453	7019
515	7468	7005
516	7484	6992
517	7501	6980
518	7516	6965
519	7529	6950
520	7543	6935
521	7559	6921
522	7578	6911
523	7592	6897
524	7606	6882
525	7619	6866
526	7632	6850
527	7645	6834
528	7659	6819
529	7672	6804
530	7685	6788
531	7699	6773
532	7715	6759
533	7729	6745
534	7743	6729
535	7755	6713
536	7767	6696
537	7780	6681
538	7794	6666
539	7810	6653
540	7824	6638
541	7840	6625
542	7855	6611
543	7868	6595
544	7881	6579
545	7893	6563
546	7908	6549
547	7922	6534
548	7935	6519
549	7949	6504
550	7963	6489
551	7977	6474
552	7989	6458
553	8003	6443
554	8017	6428
555	8031	6413
556	8044	6398
557	8057	6382
558	8070	6366
559	8083	6351
560	8097	6336
561	8112	6322
562	8127	6308
563	8141	6293
564	8160	6282
565	8174	6267
566	8187	6252
567	8201	6237
568	8215	6223
569	8229	6208
570	8243	6193
571	8256	6177
572	8269	6162
573	8281	6146
574	8295	6131
575	8310	6117
576	8324	6102
577	8352	6097
578	8365	6083
579	8378	6067
580	8391	6051
581	8405	6036
582	8419	6021
583	8433	6007
584	8446	5992
585	8459	5976
586	8472	5961
587	8489	5948
588	8504	5934
589	8517	5919
590	8532	5904
591	8546	5889
592	8559	5874
593	8572	5859
594	8585	5843
595	8599	5828
596	8614	5815
597	8628	5800
598	8644	5786
599	8658	5772
600	8673	5758
601	8686	5742
602	8699	5727
603	8714	5713
604	8729	5699
605	8744	5685
606	8758	5670
607	8772	5655
608	8786	5641
609	8800	5626
610	8813	5611
611	8828	5597
612	8843	5582
613	8856	5567
614	8871	5553
615	8886	5539
616	8902	5526
617	8920	5513
618	8937	5500
619	8950	5486
620	8964	5470
621	8977	5456
622	8992	5441
623	9005	5426
624	9019	5411
625	9033	5396
626	9049	5383
627	9064	5369
628	9078	5354
629	9093	5340
630	9107	5326
631	9121	5311
632	9136	5297
633	9152	5283
634	9166	5268
635	9180	5254
636	9193	5238
637	9206	5223
638	9219	5208
639	9232	5193
640	9249	5180
641	9263	5165
642	9277	5151
643	9291	5136
644	9305	5121
645	9318	5106
646	9331	5091
647	9346	5077
648	9361	5062
649	9374	5047
650	9388	5032
651	9401	5018
652	9417	5004
653	9431	4989
654	9447	4976
655	9460	4960
656	9473	4945
657	9486	4930
658	9501	4916
659	9514	4901
660	9527	4886
661	9541	4871
662	9557	4857
663	9576	4845
664	9590	4831
665	9604	4816
666	9618	4802
667	9633	4787
668	9648	4773
669	9662	4759
670	9676	4744
671	9691	4730
672	9704	4715
673	9717	4700
674	9730	4685
675	9744	4670
676	9760	4656
677	9774	4642
678	9788	4627
679	9803	4613
680	9818	4599
681	9832	4584
682	9845	4569
683	9860	4555
684	9874	4541
685	9888	4526
686	9910	4515
687	9959	4516
688	9973	4501
689	9987	4486
690	10000	4471
691	10014	4457
692	10028	4442
693	10042	4427
694	10056	4413
695	10070	4398
696	10084	4383
697	10097	4368
698	10113	4354
699	10127	4340
700	10142	4325
701	10156	4311
702	10171	4297
703	10186	4283
704	10200	4268
705	10214	4253
706	10227	4238
707	10240	4223
708	10253	4208
709	10268	4193
710	10283	4179
711	10297	4165
712	10310	4150
713	10325	4135
714	10338	4121
715	10353	4106
716	10369	4092
717	10387	4079
718	10402	4065
719	10420	4052
720	10434	4037
721	10449	4023
722	10463	4008
723	10478	3994
724	10493	3980
725	10506	3965
726	10519	3950
727	10532	3935
728	10547	3920
729	10561	3906
730	10576	3892
731	10591	3877
732	10604	3862
733	10617	3847
734	10630	3832
735	10643	3817
736	10657	3803
737	10670	3788
738	10686	3774
739	10700	3759
740	10712	3744
741	10725	3729
742	10739	3714
743	10752	3699
744	10766	3685
745	10781	3670
746	10796	3656
747	10809	3641
748	10822	3626
749	10836	3612
750	10848	3597
751	10861	3582
752	10875	3567
753	10891	3553
754	10904	3538
755	10917	3523
756	10931	3509
757	10945	3494
758	10958	3479
759	10971	3464
760	10986	3450
761	11000	3435
762	11013	3420
763	11026	3406
764	11040	3391
765	11053	3376
766	11066	3361
767	11080	3347
768	11096	3333
769	11110	3318
770	11123	3303
771	11135	3288
772	11148	3273
773	11161	3259
774	11174	3244
775	11189	3230
776	11204	3215
777	11218	3201
778	11231	3186
779	11244	3171
780	11257	3156
781	11271	3142
782	11288	3128
783	11302	3113
784	11316	3099
785	11330	3084
786	11344	3070
787	11358	3055
788	11375	3042
789	11391	3028
790	11406	3013
791	11420	2999
792	11433	2984
793	11446	2969
794	11460	2955
795	11473	2940
796	11486	2925
797	11501	2911
798	11515	2896
799	11529	2882
800	11543	2867
801	11556	2853
802	11568	2838
803	11582	2823
804	11597	2809
805	11610	2794
806	11623	2779
807	11637	2765
808	11650	2750
809	11664	2736
810	11677	2721
811	11690	2706
812	11704	2692
813	11721	2678
814	11734	2663
815	11748	2649
816	11762	2634
817	11781	2621
818	11796	2607
819	11811	2592
820	11824	2578
821	11838	2563
822	11851	2548
823	11865	2534
824	11878	2519
825	11892	2505
826	11907	2490
827	11922	2476
828	11939	2462
829	11952	2448
830	11980	2436
831	11994	2421
832	12008	2407
833	12022	2392
834	12035	2378
835	12049	2363
836	12063	2349
837	12077	2334
838	12090	2320
839	12104	2305
840	12119	2291
841	12132	2276
842	12145	2262
843	12158	2247
844	12173	2232
845	12186	2218
846	12202	2204
847	12217	2189
848	12231	2175
849	12244	2160
850	12258	2146
851	12270	2131
852	12284	2116
853	12297	2102
854	12311	2087
855	12327	2073
856	12340	2059
857	12354	2044
858	12368	2030
859	12382	2015
860	12395	2001
861	12408	1986
862	12424	1972
863	12437	1957
864	12449	1943
865	12463	1928
866	12480	1914
867	12494	1900
868	12507	1885
869	12523	1871
870	12536	1856
871	12550	1842
872	12563	1827
873	12576	1813
874	12589	1798
875	12602	1783
876	12616	1769
877	12631	1755
878	12644	1740
879	12657	1725
880	12672	1711
881	12685	1697
882	12699	1682
883	12713	1668
884	12729	1654
885	12743	1639
886	12760	1625
887	12781	1612
888	12799	1598
889	12819	1584
890	12834	1570
891	12847	1555
892	12860	1540
893	12874	1526
894	12887	1511
895	12903	1497
896	12916	1483
897	12931	1468
898	12946	1454
899	12959	1439
900	12973	1425
901	12986	1410
902	12999	1396
903	13012	1381
904	13027	1367
905	13042	1353
906	13058	1338
907	13072	1324
908	13084	1309
909	13097	1295
910	13111	1280
911	13125	1266
912	13141	1252
913	13156	1237
914	13172	1223
915	13185	1209
916	13199	1194
917	13217	1180
918	13233	1166
919	13248	1152
920	13262	1137
921	13275	1123
922	13288	1108
923	13301	1094
924	13315	1079
925	13330	1065
926	13343	1050
927	13357	1036
928	13370	1021
929	13385	1007
930	13399	993
931	13414	978
932	13427	964
933	13442	949
934	13455	935
935	13469	920
936	13482	906
937	13495	892
938	13509	877
939	13523	863
940	13536	848
941	13550	834
942	13565	819
943	13578	805
944	13591	791
945	13605	776
946	13619	762
947	13634	747
948	13648	733
949	13661	719
950	13675	704
951	13688	690
952	13702	675
953	13715	661
954	13728	646
955	13742	632
956	13756	618
957	13770	603
958	13784	589
959	13796	574
960	13810	560
961	13824	546
962	13836	531
963	13851	517
964	13865	502
965	13879	488
966	13893	474
967	13906	459
968	13920	445
969	13933	430
970	13948	416
971	13963	402
972	13977	387
973	13990	373
974	14004	359
975	14017	344
976	14032	330
977	14045	315
978	14060	301
979	14073	287
980	14085	272
981	14098	258
982	14111	244
983	14125	229
984	14139	215
985	14154	200
986	14169	186
987	14182	172
988	14195	157
989	14213	143
990	14227	129
991	14240	114
992	14255	100
993	14270	86
994	14283	71
995	14295	57
996	14309	43
997	14323	28
998	14336	14
999	14350	0
