iter	Passed	Remaining
345	5822	11006
346	5846	11001
347	5865	10989
348	5884	10975
349	5903	10963
350	5922	10950
351	5942	10939
352	5960	10925
353	5979	10911
354	5997	10897
355	6015	10881
356	6034	10868
357	6052	10853
358	6072	10843
359	6090	10827
360	6108	10811
361	6125	10796
362	6143	10781
363	6160	10764
364	6191	10772
365	6211	10759
366	6232	10749
367	6252	10737
368	6271	10724
369	6290	10711
370	6311	10700
371	6329	10685
372	6351	10675
373	6365	10654
374	6388	10647
375	6412	10642
376	6432	10629
377	6454	10621
378	6479	10617
379	6497	10600
380	6516	10586
381	6534	10570
382	6551	10554
383	6573	10545
384	6592	10530
385	6613	10519
386	6631	10504
387	6649	10488
388	6666	10471
389	6684	10455
390	6703	10441
391	6722	10426
392	6742	10413
393	6762	10400
394	6780	10384
395	6799	10370
396	6816	10354
397	6835	10339
398	6853	10323
399	6871	10307
400	6890	10293
401	6908	10276
402	6929	10264
403	6948	10251
404	6966	10235
405	6990	10227
406	7014	10220
407	7037	10210
408	7057	10197
409	7076	10183
410	7097	10170
411	7116	10156
412	7136	10142
413	7154	10127
414	7175	10115
415	7195	10101
416	7214	10086
417	7234	10072
418	7254	10059
419	7273	10044
420	7293	10031
421	7314	10017
422	7333	10002
423	7352	9988
424	7372	9973
425	7392	9960
426	7409	9943
427	7426	9925
428	7443	9907
429	7461	9890
430	7479	9874
431	7496	9856
432	7515	9841
433	7534	9825
434	7556	9814
435	7575	9799
436	7593	9783
437	7611	9766
438	7630	9751
439	7649	9735
440	7666	9718
441	7684	9701
442	7702	9684
443	7721	9669
444	7740	9653
445	7758	9637
446	7775	9619
447	7790	9598
448	7804	9577
449	7822	9560
450	7841	9545
451	7859	9529
452	7877	9512
453	7899	9500
454	7918	9484
455	7937	9469
456	7956	9453
457	7974	9437
458	7993	9421
459	8011	9405
460	8030	9389
461	8050	9375
462	8074	9365
463	8095	9351
464	8115	9336
465	8136	9323
466	8162	9315
467	8185	9304
468	8204	9289
469	8222	9272
470	8246	9262
471	8265	9246
472	8285	9231
473	8305	9216
474	8323	9200
475	8342	9184
476	8364	9171
477	8383	9155
478	8402	9139
479	8421	9122
480	8439	9106
481	8457	9088
482	8475	9072
483	8493	9055
484	8512	9038
485	8531	9022
486	8549	9005
487	8568	8989
488	8586	8972
489	8605	8956
490	8624	8940
491	8642	8923
492	8662	8908
493	8680	8891
494	8698	8874
495	8714	8855
496	8730	8835
497	8744	8815
498	8762	8797
499	8781	8781
500	8800	8765
501	8818	8748
502	8837	8732
503	8855	8715
504	8875	8700
505	8894	8683
506	8913	8666
507	8934	8652
508	8951	8635
509	8970	8618
510	8991	8604
511	9011	8588
512	9030	8572
513	9049	8556
514	9070	8541
515	9089	8526
516	9108	8509
517	9128	8493
518	9149	8479
519	9169	8464
520	9190	8449
521	9210	8434
522	9230	8419
523	9250	8403
524	9267	8384
525	9284	8366
526	9303	8350
527	9321	8333
528	9341	8317
529	9359	8300
530	9378	8283
531	9396	8265
532	9413	8247
533	9431	8230
534	9451	8214
535	9469	8197
536	9487	8180
537	9523	8178
538	9542	8161
539	9561	8144
540	9579	8127
541	9597	8110
542	9615	8092
543	9633	8074
544	9651	8057
545	9668	8039
546	9684	8020
547	9702	8003
548	9716	7982
549	9730	7961
550	9743	7940
551	9757	7918
552	9769	7897
553	9783	7876
554	9797	7856
555	9812	7836
556	9826	7815
557	9840	7794
558	9862	7780
559	9885	7766
560	9902	7749
561	9919	7730
562	9937	7713
563	9955	7696
564	9973	7678
565	9991	7661
566	10009	7644
567	10029	7628
568	10049	7612
569	10067	7594
570	10085	7577
571	10103	7559
572	10121	7542
573	10139	7524
574	10157	7507
575	10175	7490
576	10194	7473
577	10212	7456
578	10230	7438
579	10249	7421
580	10267	7404
581	10285	7387
582	10302	7368
583	10320	7351
584	10338	7333
585	10353	7314
586	10367	7294
587	10379	7272
588	10394	7253
589	10413	7236
590	10433	7220
591	10452	7203
592	10471	7186
593	10489	7169
594	10508	7153
595	10526	7135
596	10551	7122
597	10571	7106
598	10589	7089
599	10609	7073
600	10628	7055
601	10646	7038
602	10664	7021
603	10681	7003
604	10701	6986
605	10720	6969
606	10737	6952
607	10755	6934
608	10774	6917
609	10820	6917
610	10845	6905
611	10862	6886
612	10880	6869
613	10899	6852
614	10917	6834
615	10936	6817
616	10954	6800
617	10973	6782
618	10991	6765
619	11009	6747
620	11026	6729
621	11045	6712
622	11063	6694
623	11082	6677
624	11100	6660
625	11121	6644
626	11140	6627
627	11188	6627
628	11208	6611
629	11229	6595
630	11249	6578
631	11267	6561
632	11288	6544
633	11309	6528
634	11329	6512
635	11349	6495
636	11370	6479
637	11391	6463
638	11411	6446
639	11432	6430
640	11451	6413
641	11471	6397
642	11492	6380
643	11512	6364
644	11531	6347
645	11551	6329
646	11569	6312
647	11583	6292
648	11601	6274
649	11621	6257
650	11640	6240
651	11658	6222
652	11677	6205
653	11694	6187
654	11713	6169
655	11731	6151
656	11749	6134
657	11767	6116
658	11787	6099
659	11805	6081
660	11823	6063
661	11843	6046
662	11863	6030
663	11882	6013
664	11902	5996
665	11921	5978
666	11940	5961
667	11959	5943
668	11979	5926
669	11997	5909
670	12015	5891
671	12033	5873
672	12053	5856
673	12070	5838
674	12087	5820
675	12105	5802
676	12123	5784
677	12142	5766
678	12161	5749
679	12180	5731
680	12200	5714
681	12219	5697
682	12238	5680
683	12256	5662
684	12274	5644
685	12293	5626
686	12310	5608
687	12328	5590
688	12347	5573
689	12364	5555
690	12382	5537
691	12400	5519
692	12429	5506
693	12448	5488
694	12470	5472
695	12489	5455
696	12506	5437
697	12524	5418
698	12539	5399
699	12555	5381
700	12574	5363
701	12608	5352
702	12627	5334
703	12645	5317
704	12663	5299
705	12683	5281
706	12703	5264
707	12721	5246
708	12735	5227
709	12749	5207
710	12763	5188
711	12780	5169
712	12795	5150
713	12813	5132
714	12828	5113
715	12842	5093
716	12854	5073
717	12867	5053
718	12882	5034
719	12895	5015
720	12908	4995
721	12921	4975
722	12934	4955
723	12946	4935
724	12958	4915
725	12972	4895
726	12984	4875
727	12997	4856
728	13010	4836
729	13023	4816
730	13035	4797
731	13050	4778
732	13062	4758
733	13074	4738
734	13086	4718
735	13099	4698
736	13110	4678
737	13124	4659
738	13137	4639
739	13149	4620
740	13161	4600
741	13173	4580
742	13185	4560
743	13198	4541
744	13209	4521
745	13222	4502
746	13235	4482
747	13248	4463
748	13260	4443
749	13273	4424
750	13287	4405
751	13300	4386
752	13313	4367
753	13328	4348
754	13342	4329
755	13357	4310
756	13371	4292
757	13386	4273
758	13398	4254
759	13411	4235
760	13424	4215
761	13438	4197
762	13451	4178
763	13463	4158
764	13479	4140
765	13494	4122
766	13512	4104
767	13531	4087
768	13549	4070
769	13568	4052
770	13586	4035
771	13604	4017
772	13622	4000
773	13641	3983
774	13656	3964
775	13670	3946
776	13685	3927
777	13703	3910
778	13718	3891
779	13732	3873
780	13745	3854
781	13759	3835
782	13773	3817
783	13786	3798
784	13803	3780
785	13818	3762
786	13832	3743
787	13847	3725
788	13860	3706
789	13874	3688
790	13889	3669
791	13903	3651
792	13917	3632
793	13930	3614
794	13943	3595
795	13956	3576
796	13968	3557
797	13980	3538
798	13992	3520
799	14004	3501
800	14019	3483
801	14032	3464
802	14043	3445
803	14057	3426
804	14069	3408
805	14081	3389
806	14094	3370
807	14106	3352
808	14118	3333
809	14131	3314
810	14145	3296
811	14159	3278
812	14171	3259
813	14184	3241
814	14197	3222
815	14210	3204
816	14222	3185
817	14237	3167
818	14254	3150
819	14268	3132
820	14281	3113
821	14294	3095
822	14306	3076
823	14319	3058
824	14332	3040
825	14345	3021
826	14360	3003
827	14373	2985
828	14385	2967
829	14399	2949
830	14412	2931
831	14427	2913
832	14441	2895
833	14456	2877
834	14471	2859
835	14484	2841
836	14497	2823
837	14510	2805
838	14525	2787
839	14540	2769
840	14554	2751
841	14567	2733
842	14580	2715
843	14593	2697
844	14606	2679
845	14618	2661
846	14630	2642
847	14646	2625
848	14660	2607
849	14673	2589
850	14686	2571
851	14698	2553
852	14710	2535
853	14724	2517
854	14737	2499
855	14750	2481
856	14763	2463
857	14778	2445
858	14791	2427
859	14803	2409
860	14815	2391
861	14828	2373
862	14842	2356
863	14860	2339
864	14879	2322
865	14898	2305
866	14917	2288
867	14935	2271
868	14951	2253
869	14971	2237
870	14989	2219
871	15006	2202
872	15024	2185
873	15040	2168
874	15054	2150
875	15068	2132
876	15082	2115
877	15095	2097
878	15108	2079
879	15120	2061
880	15133	2044
881	15146	2026
882	15160	2008
883	15173	1991
884	15185	1973
885	15197	1955
886	15209	1937
887	15222	1919
888	15242	1903
889	15257	1885
890	15273	1868
891	15287	1850
892	15301	1833
893	15315	1815
894	15330	1798
895	15344	1781
896	15358	1763
897	15372	1746
898	15387	1728
899	15401	1711
900	15415	1693
901	15429	1676
902	15443	1658
903	15455	1641
904	15468	1623
905	15482	1606
906	15495	1588
907	15510	1571
908	15524	1554
909	15538	1536
910	15550	1519
911	15562	1501
912	15574	1484
913	15588	1466
914	15601	1449
915	15614	1431
916	15626	1414
917	15637	1396
918	15654	1379
919	15668	1362
920	15681	1345
921	15696	1327
922	15709	1310
923	15721	1293
924	15734	1275
925	15746	1258
926	15758	1240
927	15769	1223
928	15782	1206
929	15795	1188
930	15813	1171
931	15824	1154
932	15836	1137
933	15849	1119
934	15860	1102
935	15872	1085
936	15885	1068
937	15897	1050
938	15908	1033
939	15921	1016
940	15932	998
941	15943	981
942	15955	964
943	15967	947
944	15979	930
945	15997	913
946	16019	896
947	16032	879
948	16045	862
949	16057	845
950	16070	828
951	16082	810
952	16095	793
953	16107	776
954	16119	759
955	16131	742
956	16142	725
957	16154	708
958	16167	691
959	16179	674
960	16193	657
961	16205	640
962	16217	623
963	16229	606
964	16241	589
965	16253	572
966	16265	555
967	16277	538
968	16290	521
969	16303	504
970	16317	487
971	16329	470
972	16341	453
973	16352	436
974	16365	419
975	16377	402
976	16388	385
977	16401	368
978	16413	352
979	16425	335
980	16436	318
981	16448	301
982	16460	284
983	16473	267
984	16484	251
985	16496	234
986	16509	217
987	16521	200
988	16533	183
989	16545	167
990	16558	150
991	16570	133
992	16583	116
993	16595	100
994	16607	83
995	16619	66
996	16631	50
997	16645	33
998	16661	16
999	16673	0
